wkb_geometry;codice;strada;desvia;fumetto;vifraz;sensouni;tipo_arco;tipo_cod;tipo_stra
"LINESTRING (663129.0 5104112.5,663130.85 5104098.05,663130.85 5104090.88,663129.9 5104084.68,663128.23 5104081.33,663125.12 5104077.99,663122.02 5104076.8,663117.04 5104077.1,663117.03 5104077.1,663112.71 5104078.95,663109.61 5104082.53,663106.88 5104086.25,663103.4 5104092.08,663094.09 5104107.83,663089.31 5104113.56,663083.58 5104118.82,663076.77 5104123.28,663068.54 5104126.93,663062.1 5104128.84,663058.04 5104129.32,663054.46 5104129.32,663050.64 5104128.37,663048.73 5104127.17,663047.29 5104124.31,663047.11 5104121.54,663047.73 5104118.74,663049.68 5104115.71,663051.83 5104113.8,663055.89 5104111.18,663067.83 5104106.16,663074.99 5104103.54,663078.09 5104101.87,663081.56 5104098.84,663084.98 5104093.62,663088.6 5104086.82,663092.65 5104078.71,663102.52 5104057.03,663110.09 5104041.7,663118.03 5104026.38,663129.7 5104007.68,663144.94 5103985.6,663148.28 5103980.34,663148.59 5103977.48,663148.04 5103973.66,663145.66 5103970.08,663142.79 5103968.41,663136.35 5103967.21,663130.62 5103967.45,663125.12 5103969.12,663101.01 5103980.82)";430;430;VIA BRESCIA;VIA BRESCIA;TRENTO;0;;0;
"LINESTRING (661605.19 5109752.5,661707.82 5109817.25)";5550;5550;VIA AL PONT DEI VODI;VIA AL PONT DEI VODI;TRENTO;0;;0;
"LINESTRING (661605.19 5109752.5,661614.94 5109743.0,661629.5 5109726.09,661637.7 5109715.11,661653.12 5109700.0,661678.38 5109671.44)";5550;5550;VIA AL PONT DEI VODI;VIA AL PONT DEI VODI;TRENTO;0;PRINCIPALE;0;
"LINESTRING (663226.3 5107862.66,663209.003206035 5107859.28054567,663212.245453088 5107841.16868282)";5290;5290;VIA 4 NOVEMBRE;VIA 4 NOVEMBRE;TRENTO;0;;0;
"LINESTRING (663147.48 5108037.56,663146.5 5108051.0)";5400;5400;PIAZZALE NEUFAHRN;PIAZZALE NEUFAHRN;TRENTO;0;;0;
"LINESTRING (663492.38 5099785.5,663509.5 5099844.5,663540.25 5099950.0,663545.07 5099965.82)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;0;;1;SP 90 Destra Adige
"LINESTRING (663576.6 5099988.88,663581.85 5099988.62,663586.82 5099989.56,663590.52 5099991.37,663594.15 5099994.0)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663566.18 5100026.95,663563.42 5100023.72,663560.86 5100020.7,663559.05 5100017.54)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663559.05 5100017.54,663555.2 5100006.7,663553.0 5099995.42,663550.04 5099984.75,663545.07 5099965.82)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663545.07 5099965.82,663550.45 5099974.45,663553.5 5099977.74,663556.57 5099980.69,663559.58 5099982.65,663563.22 5099984.88,663569.05 5099987.0,663576.6 5099988.88)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663559.05 5100017.54,663558.24 5100013.16,663558.24 5100009.53,663558.58 5100004.01,663560.13 5100000.06,663562.4 5099996.69,663565.71 5099993.72,663568.53 5099992.18,663572.09 5099990.43,663576.6 5099988.88)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663594.76 5100027.76,663589.61 5100032.87,663587.18 5100035.62,663585.44 5100038.25,663581.96 5100043.64,663580.85 5100046.33,663578.09 5100054.6)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663578.09 5100054.6,663576.98 5100050.01,663575.24 5100043.2,663573.9 5100039.86,663572.39 5100036.08,663566.18 5100026.95)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (663594.76 5100027.76,663592.3 5100029.07,663589.4 5100030.6,663586.34 5100031.76,663582.75 5100032.56,663579.69 5100032.66,663576.81 5100032.19,663574.26 5100031.45,663572.23 5100030.77,663569.74 5100029.71,663566.18 5100026.95)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (666808.62 5104965.5,666831.37 5104967.73,666854.3 5104971.8,666877.61 5104977.72,666908.31 5104987.71,666928.66 5104996.96,666945.31 5105006.95,666963.07 5105018.42,666980.08 5105031.73,666997.1 5105046.53,667008.57 5105057.63,667024.85 5105076.87,667041.49 5105098.32,667088.11 5105165.28,667109.93 5105193.77,667126.95 5105214.48,667144.71 5105234.09,667206.0 5105288.5,667223.25 5105303.0,667236.94 5105313.5,667246.38 5105320.0,667265.88 5105332.0,667286.12 5105342.5,667307.12 5105352.0,667317.81 5105356.0,667339.62 5105363.0,667356.31 5105367.0,667373.12 5105370.5,667395.81 5105373.5,667407.25 5105374.5,667744.94 5105384.0,667757.19 5105384.5,667774.44 5105386.0,667785.81 5105387.5,667808.5 5105392.0,667830.81 5105398.0,667956.62 5105440.5)";0;0;;;TRENTO;1;;1;SS 47 della Valsugana
"LINESTRING (666259.11 5104619.18,666269.4 5104629.22,666278.78 5104637.57,666287.69 5104645.92,666295.93 5104653.77,666299.38 5104656.95,666306.08 5104662.61)";6390;6390;STRADA DELLA VALSUGANA;STRADA DELLA VALSUGANA;TRENTO;0;;1;
"LINESTRING (665781.78 5103466.26,665766.69 5103470.0)";3503;3503;VIA MESIANO;VIA MESIANO;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (666173.81 5103381.5,666264.86 5103376.19,666283.58 5103376.49)";7460;7460;VIA DON TOMMASO DALLAFIOR;VIA DON TOMMASO DALLAFIOR;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (664700.21 5104700.44,664705.22 5104707.69,664708.56 5104714.5)";3504;3504;VIA MURALTA;VIA MURALTA;TRENTO;0;;0;
"LINESTRING (666512.62 5103799.5,666515.94 5103749.0)";7345;7345;VIA SABBIONI;VIA SABBIONI;TRENTO;0;;0;
"LINESTRING (666507.48 5103854.27,666510.12 5103834.81)";7345;7345;VIA SABBIONI;VIA SABBIONI;TRENTO;0;;0;
"LINESTRING (666552.59 5103671.25,666557.62 5103670.0,666587.98 5103665.02)";7305;7305;VIA ALLA CASCATA;VIA ALLA CASCATA;TRENTO;0;;0;
"LINESTRING (666512.49 5103633.86,666510.2 5103641.49,666510.32 5103650.23,666511.66 5103655.58,666514.94 5103661.5,666525.44 5103675.5)";7390;7390;VIA PANTE';VIA PANTE';TRENTO;1;;0;
"LINESTRING (666552.59 5103671.25,666552.58 5103657.43,666552.36 5103644.82,666552.1 5103632.86)";7380;7380;PIAZZA G. MANCI;PIAZZA G. MANCI;TRENTO;0;;0;
"LINESTRING (666512.49 5103633.86,666519.33 5103634.17,666525.02 5103634.23,666531.3 5103634.04,666537.51 5103633.64,666545.69 5103632.92,666552.1 5103632.86)";7390;7390;VIA PANTE';VIA PANTE';TRENTO;1;;0;
"LINESTRING (666607.5 5103659.46,666587.98 5103665.02)";7380;7380;PIAZZA G. MANCI;PIAZZA G. MANCI;TRENTO;0;;0;
"LINESTRING (666552.1 5103632.86,666557.21 5103631.35,666561.85 5103631.5,666569.46 5103634.9,666579.6 5103640.33,666587.02 5103644.65,666596.77 5103648.95,666602.63 5103654.55,666607.5 5103659.46)";7380;7380;PIAZZA G. MANCI;PIAZZA G. MANCI;TRENTO;0;;0;
"LINESTRING (667355.19 5104662.75,667373.41 5104677.42,667400.91 5104697.03,667411.0 5104706.5,667425.53 5104724.22,667436.5 5104737.63,667438.590080052 5104740.45808982)";7500;7500;VIA DELLA SELVA;VIA DELLA SELVA;TRENTO;0;;0;
"LINESTRING (667664.77 5103870.33,667675.88 5103874.5,667683.85 5103875.82,667707.53 5103877.09,667715.8 5103876.37,667737.73 5103873.35,667745.81 5103871.0,667757.62 5103866.5,667767.3 5103864.05,667772.07 5103864.29,667810.3 5103860.0,667884.65 5103847.88,667912.75 5103849.5,667944.87 5103853.67,667956.39 5103855.71,667970.3 5103857.22,668007.44 5103858.5,668049.84 5103858.64,668062.06 5103857.0,668093.33 5103854.26,668116.94 5103851.5,668120.62 5103850.5,668131.56 5103839.5,668134.19 5103838.5,668143.06 5103831.5,668161.19 5103809.0,668170.83 5103802.3,668180.21 5103793.79,668196.64 5103776.42)";7375;7375;VIA BRENZ;VIA BRENZ;TRENTO;0;;0;
"LINESTRING (667382.87 5104074.92,667393.96 5104071.02,667397.28 5104069.84,667399.62 5104069.0,667401.56 5104068.5,667404.38 5104068.0,667409.55 5104067.35,667414.99 5104067.07,667428.39 5104066.88,667440.56 5104066.0,667448.88 5104064.0,667458.69 5104062.5,667471.06 5104061.0,667475.34 5104060.55,667477.75 5104060.0,667479.69 5104059.5,667482.94 5104058.0,667488.75 5104055.5,667496.88 5104051.0,667524.01 5104036.28,667530.75 5104033.0,667534.5 5104031.5,667538.53 5104030.67,667559.61 5104027.73,667561.94 5104027.5,667563.88 5104028.0,667565.69 5104029.0,667567.5 5104030.5,667570.44 5104036.5,667572.26 5104040.88,667576.19 5104047.78,667576.96 5104055.63)";7515;7515;VIA ALLE VOLPARE;VIA ALLE VOLPARE;TRENTO;0;;0;
"LINESTRING (667372.85 5104295.77,667379.77 5104283.85,667382.28 5104281.24,667392.1 5104272.45,667405.03 5104266.13,667410.4 5104263.95,667422.02 5104260.75,667435.97 5104257.7,667450.21 5104254.5,667460.38 5104249.13,667463.17 5104247.45,667495.39 5104243.03,667498.44 5104241.86,667502.8 5104238.09,667505.99 5104234.75,667508.17 5104230.68,667508.75 5104225.74,667509.44 5104212.0,667510.79 5104201.25,667514.32 5104192.72,667515.77 5104186.83,667515.96 5104184.47,667513.33 5104161.61,667510.79 5104156.35,667500.45 5104145.14,667499.31 5104142.0)";7490;7490;VIA DEI RONCHI;VIA DEI RONCHI;TRENTO;0;;0;
"LINESTRING (667162.66 5104029.1,667180.42 5104044.69,667186.99 5104051.31,667196.0 5104064.5,667231.267131132 5104120.76779751,667233.916029201 5104126.63560969,667235.44758712 5104134.04786474)";7485;7485;VIA DELLA RESISTENZA;VIA DELLA RESISTENZA;TRENTO;0;;0;
"LINESTRING (667144.19 5103923.68,667138.83 5103919.12,667097.13 5103910.13)";7385;7385;VIA SPRE';VIA SPRE';TRENTO;0;;0;
"LINESTRING (667097.13 5103910.13,667090.96 5103894.82,667088.71 5103890.79,667087.24 5103889.81,667085.18 5103889.42,667076.31 5103889.0,667072.94 5103888.0,667071.5 5103886.5,667069.81 5103883.0,667069.38 5103869.5,667070.17 5103863.72,667071.15 5103860.68,667071.94 5103859.01,667073.62 5103857.5,667077.31 5103856.0,667093 5103855,667095.25 5103854.5,667098.38 5103852.5,667100.12 5103848.5,667100.12 5103846.5,667098.56 5103842.5,667078.08 5103825.8,667046.03 5103810.7,667034.47 5103801.73,667022.1 5103794.88,667008.66 5103788.6,667005.69 5103787.56,667002.55 5103787.63)";7385;7385;VIA SPRE';VIA SPRE';TRENTO;1;;0;
"LINESTRING (667595.29 5103831.65,667597.79 5103832.29,667605.95 5103835.68,667619.09 5103842.89,667632.72 5103851.94,667638.69 5103856.0)";7375;7375;VIA BRENZ;VIA BRENZ;TRENTO;0;;0;
"LINESTRING (667439.38 5103803.81,667439.47 5103799.83,667441.13 5103797.18)";7335;7335;VIA BORINO;VIA BORINO;TRENTO;0;;0;
"LINESTRING (667002.55 5103787.63,667015.11 5103759.14,667038.51 5103709.76,667042.64 5103702.69,667045.98 5103698.36)";7385;7385;VIA SPRE';VIA SPRE';TRENTO;0;;0;
"LINESTRING (667045.98 5103698.36,667051.89 5103708.4,667060.73 5103722.14,667073.51 5103740.22,667091.69 5103761.0,667098.44 5103768.5)";7485;7485;VIA DELLA RESISTENZA;VIA DELLA RESISTENZA;TRENTO;0;;0;
"LINESTRING (667002.55 5103787.63,666996.95 5103791.78,666993.03 5103792.52,666988.71 5103792.46,666982.68 5103793.75,666965.94 5103802.12,666959.1 5103803.57,666951.46 5103803.73,666945.35 5103801.88,666940.92 5103797.45,666938.11 5103792.38,666935.79 5103785.96,666931.43 5103778.47,666927.43 5103773.13,666922.31 5103771.5,666908.38 5103771.5,666904.62 5103771.0,666901.0 5103769.5,666897.96 5103766.56,666895.23 5103763.26,666884.61 5103748.14,666875.69 5103731.5,666872.75 5103726.5,666858.44 5103702.5)";7385;7385;VIA SPRE';VIA SPRE';TRENTO;1;;0;
"LINESTRING (666858.44 5103702.5,666854.74 5103695.84,666853.02 5103693.42,666850.43 5103691.78,666844.88 5103690.58)";7385;7385;VIA SPRE';VIA SPRE';TRENTO;0;;0;
"LINESTRING (666631.73 5103518.76,666631.79 5103530.64,666628.07 5103536.4)";7355;7355;VIA DEI RIVI;VIA DEI RIVI;TRENTO;0;;0;
"LINESTRING (666628.07 5103536.4,666623.25 5103544.5,666618.25 5103555.0,666619.31 5103573.5,666619.44 5103580.0,666618.81 5103583.0,666617.44 5103585.0,666614.44 5103588.0,666610.09 5103591.51)";7355;7355;VIA DEI RIVI;VIA DEI RIVI;TRENTO;0;;0;
"LINESTRING (666711.446144874 5103531.48118787,666638.81 5103538.82,666634.08 5103538.82,666628.07 5103536.4)";7355;7355;VIA DEI RIVI;VIA DEI RIVI;TRENTO;0;;0;
"LINESTRING (666568.44 5103162.4,666566.47 5103166.67,666562.69 5103169.63,666554.31 5103174.07,666535.86 5103182.29,666520.86 5103184.95,666503.25 5103185.0)";7350;7350;VIA SALE';VIA SALE';TRENTO;0;;0;
"LINESTRING (666522.73 5103147.73,666529.38 5103148.78,666538.71 5103148.55,666547.81 5103145.87,666573.25 5103134.5,666582.0 5103129.28)";7350;7350;VIA SALE';VIA SALE';TRENTO;1;;0;
"LINESTRING (666591.07 5102877.38,666597.11 5102893.08,666605.68 5102921.11,666620.25 5102997.0,666620.69 5103003.0,666622.44 5103026.5,666624.56 5103045.5,666627.25 5103070.5,666626.12 5103094.5)";7425;7425;VIA GABBIOLO;VIA GABBIOLO;TRENTO;0;;0;
"LINESTRING (666562.54 5102626.31,666555.62 5102640.0,666547.94 5102658.5,666544.88 5102674.5,666545.51 5102703.79,666548.35 5102719.21,666556.74 5102762.63,666565.12 5102787.0)";7425;7425;VIA GABBIOLO;VIA GABBIOLO;TRENTO;0;;0;
"LINESTRING (666527.58 5102406.71,666528.43 5102412.95,666532.89 5102436.3,666535.06 5102452.5,666536.42 5102489.87)";7425;7425;VIA GABBIOLO;VIA GABBIOLO;TRENTO;0;;0;
"LINESTRING (666473.56 5102495.5,666442.38 5102490.24,666418.44 5102485.5,666414.31 5102486.0)";7435;7435;VIA ALLA CROS;VIA ALLA CROS;TRENTO;0;;0;
"LINESTRING (664162.28 5100148.0,664162.11 5100143.59,664162.23 5100140.4,664162.77 5100138.34,664163.53 5100135.97,664164.93 5100132.58,664166.81 5100129.12,664168.55 5100127.01,664170.45 5100124.57,664173.6 5100121.84,664176.45 5100120.44,664180.21 5100119.05,664185.43 5100118.26,664189.8 5100118.26,664193.78 5100118.67)";8804;8804;RACCORDO AL CASELLO SUD;RACCORDO AL CASELLO SUD;TRENTO;1;;1;
"LINESTRING (663594.15 5099994.0,663597.05 5099996.48,663600.01 5100000.25,663601.69 5100004.56,663602.56 5100008.39,663602.63 5100012.69,663602.23 5100015.92)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;1;;1;
"LINESTRING (666333.28 5103037.05,666333.94 5103082.34,666333.87 5103128.27,666331.38 5103169.5)";7450;7450;VIA CASTEL DI PIETRAPIANA;VIA CASTEL DI PIETRAPIANA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (666220.36 5102353.81,666221.69 5102370.0,666226.62 5102430.0,666231.25 5102495.0)";7450;7450;VIA CASTEL DI PIETRAPIANA;VIA CASTEL DI PIETRAPIANA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (665964.0 5101735.5,665971.75 5101732.5,666000.38 5101721.5)";7060;7060;VIA DEI COLLI;VIA DEI COLLI;TRENTO;0;;0;
"LINESTRING (666519.83 5100925.16,666518.62 5100929.0,666512.0 5100951.47,666509.72 5100955.68,666507.82 5100958.05,666504.95 5100960.57,666498.81 5100964.5,666486.02 5100972.18,666474.05 5100978.5,666463.64 5100984.55,666460.47 5100987.58,666458.03 5100990.98,666453.38 5101001.5,666453.11 5101009.45,666454.69 5101015.44,666465.36 5101027.78,666471.12 5101038.5)";7030;7030;STRADA DEI BINDESI;STRADA DEI BINDESI;TRENTO;0;;0;
"LINESTRING (666273.63 5101377.47,666284.62 5101371.07,666297.45 5101359.6,666312.99 5101348.92,666324.84 5101341.05,666333.78 5101333.76,666341.16 5101324.73,666346.79 5101314.82,666349.51 5101309.77,666352.31 5101306.5)";7266;7266;SALITA AL SANTUARIO;SALITA AL SANTUARIO;TRENTO;0;;0;
"LINESTRING (666273.63 5101377.47,666275.61 5101367.23,666276.03 5101357.09,666264.69 5101306.5,666261.62 5101292.5,666262 5101281,666273.62 5101204.5)";7110;7110;VIA MARZOLA;VIA MARZOLA;TRENTO;0;;0;
"LINESTRING (666415.19 5101603.0,666424.44 5101580.5,666427.25 5101571.5,666428.25 5101564.0,666430.06 5101543.24,666432.38 5101518.0)";7262;7262;VIA DEL BOMPORT;VIA DEL BOMPORT;TRENTO;0;;0;
"LINESTRING (666577.05 5101335.59,666580.5 5101332.07,666587.01 5101329.12,666598.98 5101323.87,666604.08 5101321.36,666609.14 5101318.26,666611.57 5101315.63,666619.1 5101317.27,666625.64 5101320.6,666634.28 5101328.09,666645.75 5101340.99,666650.3 5101346.8,666653.12 5101351.9,666659.82 5101367.6,666663.31 5101375.05,666665.81 5101382.56,666669.3 5101392.77,666673.32 5101402.44,666676.48 5101407.47,666682.69 5101414.5,666687.88 5101422.9,666691.81 5101429.41,666693.64 5101436.29,666697.46 5101443.27,666702.87 5101451.5,666706.35 5101458.72,666708.2 5101469.06,666711.93 5101481.94,666716.02 5101497.33,666716.63 5101508.52,666716.3 5101515.94,666716.02 5101520.94,666716.47 5101534.87,666716.35 5101540.89,666718.02 5101554.5,666717.29 5101562.26)";7263;7263;VIA DEL NESPOLAR;VIA DEL NESPOLAR;TRENTO;0;;0;
"LINESTRING (666557.07 5101371.85,666545.73 5101374.5,666523.18 5101374.19,666498.3 5101373.87,666487.55 5101374.32,666473.99 5101376.83,666467.08 5101379.18,666457.22 5101385.79,666450.96 5101388.04,666438.51 5101387.42)";7265;7265;VIA DEI GIUDITI;VIA DEI GIUDITI;TRENTO;0;;0;
"LINESTRING (666714.13136169 5103530.75223046,666719.789992788 5103529.8410322,666721.259744408 5103529.72574335,666731.553129053 5103529.32655392,666729.73 5103529.2,666734.02 5103529.5,666746.01 5103533.05,666756.55 5103535.88,666767.57 5103539.18,666773.63 5103538.99,666779.04 5103534.22,666784.09 5103530.19,666790.97 5103524.95,666795.47 5103521.01,666797.3 5103519.54,666801.76 5103517.77)";7315;7315;VIA MADONNINA;VIA MADONNINA;TRENTO;0;SECONDARIO;0;
"LINESTRING (666612.38 5102477.5,666618.56 5102478.0,666628 5102479,666637.9 5102479.21,666663.94 5102478.5,666687.11 5102476.8,666698.19 5102475.0,666704.5 5102471.0,666708.88 5102465.5,666712.75 5102459.0,666715.69 5102451.5,666717.44 5102444.5,666719 5102437,666721.36 5102419.27,666724.78 5102406.65,666728.65 5102394.41,666735.29 5102375.9,666736.34 5102372.22,666736.62 5102369.0,666734.75 5102356.0,666732.4 5102352.51,666725.25 5102346.0,666714.33 5102333.9,666703.19 5102313.5,666701.94 5102305.0,666700.25 5102294.0,666698.75 5102282.5,666698.44 5102255.5,666698.19 5102245.0,666697.38 5102240.5,666693.74 5102232.57,666684.25 5102205.5,666677.44 5102186.5,666677.25 5102182.5,666677.12 5102179.5,666666.94 5102172.0,666658.88 5102165.5,666657.38 5102163.5,666655.88 5102161.0,666649.88 5102149.0,666645.44 5102137.5,666641.94 5102124.5,666640.21 5102104.06)";7445;7445;VIA AI CASOTI;VIA AI CASOTI;TRENTO;0;;0;
"LINESTRING (663571.18 5102849.13,663475.44 5102836.44,663482.84 5102786.7,663577.76 5102791.13)";3844;3844;P.GGIO GIUSEPPE SEBESTA;P.GGIO GIUSEPPE SEBESTA;TRENTO;0;;0;
"LINESTRING (663577.76 5102791.13,663577.891910145 5102790.10679841)";3842;3842;VIA A. LIBERA;VIA A. LIBERA;TRENTO;0;;0;
"LINESTRING (663571.18 5102849.13,663577.76 5102791.13)";3842;3842;VIA A. LIBERA;VIA A. LIBERA;TRENTO;0;;0;
"LINESTRING (664252.48 5102055.1,664253.38 5102005.5,664253.38 5101980.5)";1860;1860;VIA GEN. GIACOMO MEDICI;VIA GEN. GIACOMO MEDICI;TRENTO;1;;0;
"LINESTRING (664248.586042828 5102204.97828852,664249.75 5102190.0,664250.69 5102153.5)";1860;1860;VIA GEN. GIACOMO MEDICI;VIA GEN. GIACOMO MEDICI;TRENTO;0;;0;
"LINESTRING (663848.17 5102570.21,663846.83 5102553.91,663846.83 5102541.61,663847.63 5102531.46,663852.69 5102500.0)";2020;2020;VIA DEI MUREDEI;VIA DEI MUREDEI;TRENTO;0;;0;
"LINESTRING (663898.63 5102117.01,663907.13 5102093.03,663908.06 5102090.44,663908.48 5102088.16,663908.69 5102085.97,663908.63 5102084.14,663908.37 5102082.16,663907.85 5102080.09,663907.34 5102078.23,663906.51 5102076.05,663903.5 5102070.5)";2020;2020;VIA DEI MUREDEI;VIA DEI MUREDEI;TRENTO;1;;0;
"LINESTRING (663904.79 5102234.28,663912.92 5102235.46,663923.23 5102236.07,663932.93 5102235.7,663943.12 5102234.84,663955.03 5102232.63,663962.02 5102232.14,663968.41 5102233.12)";280;280;VIA O. BENEVOLI;VIA O. BENEVOLI;TRENTO;0;;0;
"LINESTRING (664023.46 5102321.69,664101.78 5102332.95,664149.2 5102340.29,664235.08 5102352.61)";3500;3500;VIA A. VIVALDI;VIA A. VIVALDI;TRENTO;0;;0;
"LINESTRING (664023.46 5102321.69,664016.5 5102354.0,664011.12 5102380.5)";2880;2880;VIA SAN PIO X;VIA SAN PIO X;TRENTO;0;;0;
"LINESTRING (664235.08 5102352.61,664256.94 5102392.0,664263.4 5102403.65,664280.06 5102440.0,664286 5102454,664324.5 5102541.0,664341.12 5102580.5,664345.38 5102590.5,664381 5102648)";660;660;VIA CAURIOL;VIA CAURIOL;TRENTO;0;;0;
"LINESTRING (664805.06 5102164.5,664859.21 5102170.63)";770;770;VIA E. CHINI;VIA E. CHINI;TRENTO;0;;0;
"LINESTRING (665197.69 5102491.5,665196.5 5102512.5,665197.0 5102522.5,665198 5102534,665201.06 5102549.0,665209.25 5102573.0,665235.94 5102635.0,665252.25 5102672.0,665255.31 5102682.5,665256.12 5102687.0,665258.69 5102706.5,665269.75 5102779.0,665270.56 5102785.0,665276.56 5102826.5,665280.06 5102850.5,665291.31 5102923.0,665295.56 5102952.5,665297.25 5102962.5,665297.62 5102973.5,665297.62 5102988.0,665291.81 5103047.5,665290.38 5103062.0)";3480;3480;VIA VICENZA;VIA VICENZA;TRENTO;0;;0;
"LINESTRING (662989.45 5104513.71,662983.21 5104511.56)";3830;3830;STR. GARDESANA DI TRENTO;STR. GARDESANA DI TRENTO;TRENTO;1;;1;SS 45 bis Gardesana Occ
"LINESTRING (666001.25 5101620.5,665970.81 5101615.0,665964.03 5101613.73,665951.92 5101610.24,665924.75 5101601.5)";7200;7200;VIA DEI TESSADRI;VIA DEI TESSADRI;TRENTO;1;;0;
"LINESTRING (666018.41 5100521.87,666023.42 5100517.46,666029.2 5100513.72,666033.4 5100512.3,666038.74 5100509.87,666043.23 5100506.74,666049.8 5100502.4)";7150;7150;VIA SAN ROCCO;VIA SAN ROCCO;TRENTO;1;;0;
"LINESTRING (666049.8 5100502.4,666038.17 5100526.72,666027.85 5100547.53,666013.69 5100567.5,666005.25 5100574.0,665998.69 5100576.43,665992.0 5100577.5)";7150;7150;VIA SAN ROCCO;VIA SAN ROCCO;TRENTO;1;;0;
"LINESTRING (666018.41 5100521.87,666018.12 5100526.0,666014.88 5100540.0,666009.44 5100553.0,666003.29 5100563.13,665992.0 5100577.5)";7080;7080;VIA GALASSA;VIA GALASSA;TRENTO;0;;0;
"LINESTRING (666112.31 5100467.99,666107.5 5100426.5,666105.93 5100413.76,666102.64 5100404.53,666100.22 5100400.11,666098.71 5100398.06,666096.79 5100396.26,666094.27 5100395.01,666091.31 5100394.0)";7210;7210;VIA TORRICELLE;VIA TORRICELLE;TRENTO;0;;0;
"LINESTRING (666132.45 5100557.21,666120.81 5100525.5,666118.09 5100512.22,666114.97 5100490.18,666112.31 5100467.99)";7210;7210;VIA TORRICELLE;VIA TORRICELLE;TRENTO;0;;0;
"LINESTRING (666221.69 5100057.27,666218.76 5100077.4,666215.87 5100094.67,666200.62 5100133.0)";7045;7045;VIA AL CASTEL DI S. ROCCO;VIA AL CASTEL DI S. ROCCO;TRENTO;0;;0;
"LINESTRING (666119.45 5099949.98,666106.25 5099982.0,666089.94 5100021.5,666080.88 5100043.0)";7155;7155;VIA PIANIZZA;VIA PIANIZZA;TRENTO;0;;1;SS 349 della Val d'Assa e Pedemontana
